砂锅豆腐,焖,,其它口味,降三高,,毛豆腐/粉丝/乐惠紫菜汤（海鲜味）,,食盐/鸡精/八角/胡椒粉,7步
土豆丝饼,其它工艺,,其它口味,清热解毒,,马铃薯丁(脱水),,食盐/调和油/辣椒粉,8步
蜜红豆墨西哥,其它工艺,,甜味,健脑益智,,鸡蛋,,食盐/黄油/水/高筋面粉/奶粉/元贞糖/糖粉/低筋面粉/蜜豆,12步
酱方,焖,初中水平,咸鲜味,防治贫血,,五花肉,卷心菜/酱油/黄酒/冰糖/食盐/葱/姜/水淀粉/味精,,1步
五味干丝,拌,初级入门,咸鲜味,软化血管,<15分钟,豆腐干,香菜,酱油/芝麻油/白糖,9步
沙茶番茄炖牡蛎,其它工艺,,其它口味,祛斑,,牡蛎/西红柿,,食盐/葱/蒜/调和油/红椒/沙茶酱,8步
鮸鱼薏米汤,煲,,咸鲜味,美容,,薏米,,黄豆,5步
徐州地锅鸡,烧,初级入门,咸鲜味,通便排毒,<90分钟,鸡肉,莴笋/面粉,色拉油/食盐/酱油/味精/葱/姜/蒜/料酒/红椒/五香粉,11步
鸡茸蛋,烧,初中水平,咸鲜味,缓解溃疡,<60分钟,鸡胸脯肉/猪肉,鸡蛋清/火腿/香菇/油菜苔,食盐/味精/水淀粉/黄酒/清汤/猪油(板油)/鸡油,4步
果香杂蔬炒饭,其它工艺,,其它口味,明目,,紫甘蓝/菠萝/青豆/玉米/豆腐干/鸡蛋/米饭,,食盐/调和油,7步
什锦海鲜捞饭,蒸,,其它口味,美容,,小白菜/干贝/虾仁,,食盐/粉丝/鱼露/猪肚/水,6步
香酥桃仁鸭方,炸,中级掌勺,咸鲜味,抗衰老,<60分钟,鸭肉,核桃(鲜)/虾/鸡蛋,鸡精/葱/八角/花椒/桂皮/黄酒/香叶/草果/丁香,18步
滑炒里脊丝,炒,初中水平,咸鲜味,降糖,<15分钟,猪里脊肉,青蒜/冬笋/鸡蛋清,花生油/食盐/味精/葱/香油/玉米淀粉/黄酒/清汤,8步
香蕉火腿三明治,其它工艺,,其它口味,通便排毒,,苦苣/香蕉,,花生酱,10步
碗豆饭团,蒸,,咸鲜味,明目,,米饭,,食盐/胡萝卜/芝麻油,1步
香芹肉丝炒茶树菇,炒,,咸鲜味,安神,,芹菜,,食盐/料酒/生抽/淀粉/调和油/十三香,8步
草菇芋头煲,其它工艺,,其它口味,降糖,,芋头/草菇,,食盐/葱/调和油,8步
水芹炒百叶,炒,,咸鲜味,通便排毒,,牛肚/水芹菜,,食盐,2步
红烧鱼翅,烧,初中水平,咸鲜味,预防甲状腺,<30分钟,鱼翅/猪蹄,淀粉,色拉油/食盐/酱油/味精/料酒/嗨e点北海鲜匠白汤,3步
高汤娃娃菜,煮,,其它口味,润肠,,娃娃菜,,食盐/调和油/farmer john香肠/黑木耳,4步
茄子烧毛豆,其它工艺,,其它口味,排毒,,茄子/毛豆/干辣椒,,食盐/酱油/鸡粉/生抽/调和油/元贞糖,7步
南京凉面,酱,,咸鲜味,,,榨菜,,食盐/酱油/生粉/元贞糖,5步
红烧鳜鱼,烧,初级入门,咸鲜味,降血压,<60分钟,鳜鱼,,色拉油/食盐/姜/八角/花椒/料酒/白醋/小葱/白糖,6步
豆芽炖豆腐,炖,,其它口味,,,毛豆腐,,食盐/酱油/花椒粉,1步
豆泡炒矮脚黄,其它工艺,,其它口味,开胃,,五花肉/小葱/高汤,,食盐/鸡粉/生抽/调和油,10步
苔条花生,炒,,其它口味,养心,,花生/苔菜,,调和油,3步
菠菜面,酱,,咸鲜味,美容,,面条（生）/菠菜,,,1步
贵妃鸡,炖,初级入门,咸鲜味,美容,<30分钟,鸡翅,土豆/胡萝卜/西红柿/红葱头,食盐/生抽/水,6步
霉豆子蒸子鸡,其它工艺,,其它口味,降三高,,葱,,食盐/鸡粉/料酒/生抽/调和油/元贞糖/芝麻油,9步
剁椒空心菜,其它工艺,,其它口味,降糖,,空心菜/五花肉,,食盐/鸡粉/调和油/剁椒,6步
芙蓉蜇皮,烧,初中水平,咸鲜味,排毒,<30分钟,海蜇皮,火腿/香菜/鸡蛋清,食盐/味精/水淀粉/黄酒/清汤/猪油(板油),3步
烧排骨,烧,,其它口味,润肺,,猪大排,,胡萝卜/白菜/莴笋,1步
豉香苦瓜,其它工艺,,其它口味,美容,,苦瓜/豆豉/蒜,,食盐/酱油/鸡粉/生抽/调和油/元贞糖,9步
葱油乳鸽,焖,初级入门,咸鲜味,防癌抗癌,<60分钟,乳鸽,,食盐/味精/姜/生抽/老抽/小葱/黄酒/植物油/蚕豆淀粉,6步
西兰花炒肉,炒,,咸鲜味,减肥,,西兰花/猪肉,,番茄酱,3步
青椒烩带鱼,其它工艺,,其它口味,清热去火,,带鱼/柿子椒,,食盐/姜/蒜/料酒/老抽/淀粉/调和油/元贞糖/柿子椒,10步
腊肠炒毛豆,其它工艺,,其它口味,排毒,,香肠/毛豆,,食盐/鸡粉/生抽/调和油/元贞糖,6步
莼菜塘鱼片,煮,初级入门,咸鲜味,明目,<60分钟,鲤鱼/莼菜,火腿,食盐/味精/料酒/小葱/鸡油,6步
腊肠空心菜,其它工艺,,其它口味,减肥,,空心菜/香肠/蒜,,食盐/鸡粉/调和油,8步
黑芝麻小吐司面包,煮,,甜味,,,高筋面粉,,食盐/水/奶粉/黄油,4步
烤鸭两吃,其它工艺,,其它口味,减肥,,冬瓜/榨菜,,食盐/鸡粉/调和油,11步
秘制羊肉,煮,初级入门,咸鲜味,养胃,<30分钟,羊肉,粉皮/鱼头/色拉油,食盐/姜/米醋/辣椒粉/胡椒粉,12步
枣馒头,蒸,,酱香味,安神,,面粉,,酵母(干)/荷兰乳牛乳酪牛奶/枣(干),10步
空心菜叶蛋花汤,其它工艺,,其它口味,降三高,,鸡蛋/葱,,食盐/鸡粉/调和油/芝麻油,7步
双鲜锅巴,烧,,其它口味,明目,,米饭,,,4步
霸王别姬,蒸,初中水平,咸鲜味,降糖,,鸡肉/甲鱼,鸡肉/火腿/冬笋/冬菇(干)/油菜苔,食盐/葱/姜/淀粉/清汤/黄酒,3步
核香花椰菜,炒,,咸鲜味,软化血管,,菜花,,花生油/食盐/鸡精/核桃,5步
剁椒四季豆,其它工艺,,其它口味,减肥,,四季豆/蒜,,食盐/鸡粉/调和油/剁椒,7步
清炖羊肉,炖,,咸鲜味,养胃,,羊肉,,食盐/葱/胡椒粉/香菜,3步
炒蟹线,炒,,其他口味,,,,,,
桂花酒酿苹果羹,其它工艺,,咸鲜味,润肠,,江米酒/苹果,,桂花/白糖,6步
咸蛋黄薯泥开口酥,烤,,咸鲜味,安神,,面粉/元贞糖/玉米油,,红薯,14步
油鸡,其他工艺,,其他口味,,,,,,
卤猪心,卤,,咸鲜味,养心,,猪心,,,1步
红烧鸭腿,其它工艺,,其它口味,开胃,,鸭腿/姜/花椒,,食盐/酱油/鸡粉/料酒/调和油/元贞糖,7步
洋葱炒云耳,炒,,葱香味,减肥,,黑木耳/洋葱,,食盐/酱油/调和油,7步
烩青鱼鲜肚,烩,,其他口味,,,,,,
菠菜粉皮,其它工艺,,咸鲜味,美容,,菠菜/粉皮,,,3步
青椒蒜苗炒腊肉,其它工艺,,其它口味,清热去火,,蒜苗/柿子椒/腊肉,,食盐/调和油/红椒,6步
燕窝椰奶西米露,其它工艺,,其它口味,美容养颜,,燕窝/西米,,鸡蛋,7步
炸凤尾虾,其他工艺,,其他口味,,,,,,
龙凤点心,其它工艺,,其它口味,抵抗力,,糯米粉,,椰蓉/肉松,14步
椰子西米露,烤,,其它口味,健脾,,西米,,椰子/元贞糖/水,7步
软糯小米粥,煲,,其它口味,美容,,小米/糯米,,水,4步
熘素桂鱼,其他工艺,,其他口味,,,,,,
芋头烧鸡腿肉,其它工艺,,其它口味,,,鸡腿,,食盐/醋/味精/姜/芋头/元贞糖/调和油,19步
烹子鱼,其他工艺,,其他口味,,,,,,
火腿冬瓜年糕汤,其它工艺,,其它口味,减肥,,冬瓜/火腿/蒜/禧运年切片年糕,,鸡粉/调和油/芝麻油,10步
鱿鱼茶树菇,烧,,其它口味,降糖,,鱿鱼,,,2步
杂拌芹叶,其它工艺,,其它口味,通便排毒,,芹菜叶,,食盐/粉丝/胡萝卜,4步
狮子头生菜汤,其它工艺,,其它口味,减肥,,五花肉/生菜/鸡蛋,,食盐/葱/料酒,8步
蒜苔烧肉,烧,,蒜香味,润肠,,猪肉/蒜苔,,食盐/味精/葱/姜/老抽/调和油/胡椒粉,9步
四角蛋包饭,蒸,,葱香味,明目,,米饭/鸡蛋,,葱/马铃薯丁(脱水)/香肠/香菇/青豆/沙司,9步
黄瓜襄肉,其它工艺,,其它口味,明目,,猪肉/黄瓜/玉米,,淀粉/水,19步
凤蹄,蒸,,其他口味,,,,,,
清炖狮子头,焖,,咸鲜味,,,,,,
青椒肉丝炒面筋,其它工艺,,咸鲜味,减肥,,柿子椒/蒜,,食盐/鸡粉/生抽/调和油,7步
肉松,其它工艺,,咸鲜味,补血,,猪肉,,食盐/味精/姜/料酒/生抽/调和油/元贞糖,10步
干烤大虾,烤,,咸鲜味,,,,,,
盐水鸭,蒸,,咸鲜味,,,,,,
豆瓣豆腐烧鲫鱼,其它工艺,,其它口味,明目,,鲫鱼/毛豆腐/榨菜/葱/姜/蒜,,食盐/鸡粉/生抽/豆瓣酱/调和油/元贞糖,9步
酥炸带鱼,蒸,,咸鲜味,防癌,,带鱼,,花生油/食盐/面粉,5步
肺汤,其他工艺,,其他口味,,,,,,
丽花茭白,其它工艺,,其它口味,美容,,茭白,,食盐/味精/香菜/葱油/糟卤,8步
拔丝楂糕,拔丝,,其他口味,,,,,,
香菇韭菜肉片汤,煲,,咸鲜味,开胃,,韭菜/小葱,,食盐/生抽/十三香/芝麻油,6步
石榴虾,蒸,,其他口味,,,,,,
水煮白菜,煮,,其它口味,润肠,,白菜,,色拉油/食盐/葱/姜/黑木耳/香肠/高汤,10步
蟹粉狮子头,焖,,咸鲜味,,,,,,
青椒肉丝炒毛豆,其它工艺,,其它口味,清热去火,,毛豆/柿子椒,,食盐/鸡粉/生抽/调和油/元贞糖,6步
炸玉蝗,其他工艺,,其他口味,,,,,,
巴蜀虾,煮,,咸鲜味,减肥,,黄瓜/蒜,,豆油/酱油/料酒/白糖,9步
天下第一菜,炸,,酸甜味,,,,,,
炝莴笋丝,炝,,咸鲜味,明目,,莴笋/胡萝卜,,花生油/食盐/花椒/白醋/白芝麻,6步
莼菜汆塘鱼片,汆,,其他口味,,,,,,
豌豆炒里脊肉丝,炒,,咸鲜味,防脂肪肝,,青豆,,色拉油/食盐/葱/姜/蒜/料酒/生抽/淀粉/柿子椒/白糖,8步
荷花集锦炖,炖,,其他口味,,,,,,
薏仁海带排骨汤,其它工艺,,其它口味,润肺,,猪大排,,薏米,6步
西红柿青椒炒菜花,炒,,茄汁味,软化血管,,菜花,,色拉油/食盐/葱/姜/蒜/番茄酱/柿子椒,7步
爆乌花,爆,,咸鲜味,,,,,,
红烧带鱼,烧,,咸鲜味,利尿消石,,带鱼,,酱油/醋/鸡精/葱/姜/料酒/白糖/植物油,3步
酥皮洋葱火腿月饼,烤,,咸鲜味,安神,,面粉/玉米油/水,,食盐/酱油/洋葱/熟面粉/橄榄油,26步
乌贼烧干丝,烧,,其它口味,开胃,,墨鱼/豆腐丝,,食盐/味精/葱/姜/蒜/柿子椒/元贞糖/胡椒粉/胡萝卜,8步
砂锅豆腐,砂锅,,咸鲜味,,,,,,
锅塌鲈鱼,其他工艺,,其他口味,,,,,,
苏式紫薯月饼,烤,,其它口味,安神,,面粉/玉米油/水/元贞糖,,食盐,20步
什锦芝士焗饭,其它工艺,,茄汁味,,,馒头,,色拉油/食盐/胡椒粉/马铃薯丁(脱水)/鸡蛋/黄油/西红柿/柿子椒,16步
清炖狮子头,炖,,咸鲜味,,,,,,
酱油嫩鸡,酱,,其他口味,,,,,,
五彩酿豆腐,其它工艺,,其它口味,明目,,香椿/胡萝卜,,食盐/鸡精/淀粉/元贞糖/胡椒粉,6步
啤酒烧羊肉,烧,,其它口味,养胃,,羊肉,,食盐/冰糖/姜/八角/桂皮/老抽/豆瓣酱/甜面酱/啤酒/柿子椒/蒜苔,7步
盐水鸭,蒸,,咸鲜味,,,,,,
两色豆茸,炒,,其他口味,,,,,,
蒜苔炒豆腐,炒,,咸鲜味,润肠,,毛豆腐/蒜苔,,食盐/味精/葱/姜/蒜/柿子椒/调和油/胡椒粉,7步
蜜汁萝卜,烧,,其它口味,养胃,,白萝卜,,长寿深山野蜜,5步
鸡腿扒乌参,扒,,其他口味,,,,,,
爆乌花,爆,,咸鲜味,,,,,,
肉末冬菜炖豆腐,煮,,咸鲜味,,,毛豆腐/冬菜,,食盐/鸡精/生抽,6步
彩色鱼夹,其他工艺,,其他口味,,,,,,
凉伴白萝卜,其它工艺,,香辣味,养胃,,白萝卜,,食盐/味精/蒜/柿子椒/胡萝卜,6步
荷叶鸡,炸,,咸鲜味,抵抗力,,鸡肉,荷叶,食盐/八角/番茄酱,3步
糯米烧麦,蒸,初级入门,家常味,利尿消炎,<30分钟,糯米/猪肉/馄饨,,食盐/生抽/蚝油/香油/淀粉/干香菇/十三香/胡萝卜,5步
双味虾仁,其他工艺,,其他口味,,,,,,
米饭煎饼,拌,,咸鲜味,明目,,米饭,,食盐/鸡精/葱/马铃薯丁(脱水)/胡椒粉/芝麻,4步
蟹粉狮子头,其他工艺,,其他口味,,,,,,
桂花鸡头肉,煮,,其他口味,,,,,,
油爆大虾,爆,初中水平,家常味,安神,<15分钟,虾,,醋/葱/姜/蒜/小米椒/料酒/生抽/白砂糖,8步
土豆小饼,煎,,其它口味,清热解毒,,马铃薯丁(脱水),,食盐/味精/淀粉/芝麻/鸡蛋/调和油,11步
樱桃肉,炒,,酸甜味,,,,,,
嫩姜炒鸡脯,炒,,其他口味,,,,,,
荷叶粉蒸肉,蒸,初中水平,咸鲜味,清热解暑,<60分钟,五花肉,荷叶/香米,食盐/酱油/花椒/黄酒/胡椒/辣椒粉,9步
肉丸炖茄子,炖,,咸鲜味,抗衰老,,茄子,,番茄酱/柿子椒,7步
翡翠蹄筋,其他工艺,,其他口味,,,,,,
天下第一菜,炸,,酸甜味,,,,,,
苏菜特辑之9款滋味醇和的淮扬菜,蒸,,咸鲜味,,,,,,
土豆木耳炖排骨,炖,,其它口味,减肥,,猪大排/马铃薯丁(脱水)/黑木耳,,食盐/醋/鸡精/葱/姜/八角/桂皮/料酒,7步
梁溪脆鳝,炸,初级入门,咸鲜味,降糖,<30分钟,鳝鱼,,豆油/食盐/酱油/醋/姜/料酒/香油/小葱/白糖,2步
醉蟹,腌,,咸鲜味,抗结核病,,大闸蟹,,食盐/酱油/冰糖/姜/蒜/花椒/料酒,2步
鲜灵芝炖乌鸡,炖,,咸鲜味,抗衰老,,乌骨鸡/枣（鲜）,,食盐,7步
熘素鹅皮,其他工艺,,其他口味,,,,,,
三鲜脱骨鱼,煎,初中水平,咸鲜味,明目,,鲤鱼,猪肉/虾仁/鸡胗/冬笋/冬菇(干),食盐/酱油/味精/葱/姜/黄酒/白糖/猪油(板油),6步
香菜梗炒鳝丝,炒,初级入门,咸鲜味,降糖,<15分钟,鳝鱼/香菜,,色拉油/食盐/酱油/味精/料酒/香油/水淀粉/蒜泥/白糖/胡椒粉,3步
青菜牛肉面,酱,,咸鲜味,抗衰老,,牛肉/水面,,食盐/味精/小白菜/水,5步
五香熏青鱼,熏,,五香味,,,,,,
,,,,,,,,,1步
拆烩鲢鱼头,烧,初中水平,咸鲜味,利尿消石,<60分钟,鲢鱼头,蟹肉/油菜苔/莴笋/火腿/鸡胗/鸡肉/冬菇(干)/虾,食盐/味精/葱/姜/淀粉/黄酒/鸡汤/白糖/白醋/猪油(板油)/白胡椒,3步
丝瓜手擀面,酱,,咸鲜味,美白,,面粉/丝瓜,,食盐/味精/鸡蛋/水,11步
五花玻璃肉,糖蘸,,咸鲜味,防癌,,羊肉/豆腐皮,,食盐/冰糖/葱/姜/八角/桂皮/料酒/香油/碱/植物油/红曲粉,3步
汤大玉,煮,初级入门,咸鲜味,肾调养食谱,<15分钟,虾仁,鸡蛋清,花生油/食盐/醋/味精/姜/料酒/香油/胡椒粉/豌豆淀粉,3步
炝虎尾,炝,初级入门,咸鲜味,降糖,<30分钟,鳝鱼,,酱油/醋/蒜/芝麻油/胡椒粉,1步
龙虾豆腐羹,煮,,咸鲜味,,,龙虾/毛豆腐,,食盐/鸡精/葱/姜/蒜/料酒/水淀粉/元贞糖/胡椒粉,6步
塘鱼菜薹,烧,,其他口味,,,,,,
五柳青鱼,煮,初中水平,其它口味,明目,<30分钟,青鱼,胡萝卜/柿子椒,花生油/食盐/酱油/醋/味精/葱/姜/干辣椒/料酒/白砂糖/玉米淀粉,4步
冬瓜四灵,蒸,初中水平,咸鲜味,利尿消石,<30分钟,冬瓜,甲鱼/火腿/鸡胸脯肉/冬菇(干)/油菜苔/蛋糕/鱼肉,食盐/姜/小葱/黄酒/清汤/猪油(板油),1步
卤汁面筋,烧,,其他口味,,,,,,
玫瑰花煎蛋,炸,,其它口味,健脑益智,,鸡蛋,,食盐,7步
江苏五香牛肉片,其他工艺,,五香味,,,,,,
雪花豆腐,烧,初级入门,家常味,开胃,<15分钟,南豆腐,蘑菇/松子仁/葵花子仁/鸡胸脯肉/虾仁,食盐/味精/淀粉/清汤/黄酒/猪油(板油),3步
清炒大虾仁,炒,,其他口味,,,,,,
无锡鸭,煮,,其他口味,,,,,,
玫瑰腐乳红烧肉,烧,,咸鲜味,清热去火,,五花肉/冰糖,,食盐,8步
镜箱豆腐,其他工艺,,其他口味,,,,,,
清炒塘鱼片,炒,,其他口味,,,,,,
扒鲜翅,扒,,其他口味,,,,,,
凉瓜河鲜虾,其他工艺,,其他口味,,,,,,
荠菜蛋皮卷,蒸,,其它口味,润肠,,荠菜/鸡蛋,,食盐/鸡精/植物油,6步
靖江五香牛肉粒,其他工艺,,五香味,,,,,,
原焖鱼翅,焖,,咸鲜味,,,,,,
西瓜鸡,蒸,,其他口味,,,,,,
香芋卷,汆,,其它口味,防癌,,芋头/馄饨皮,,元贞糖/芝麻,8步
八宝甜饭,蒸,初中水平,甜味,利尿消石,<90分钟,糯米,豆沙/蜜枣/桂圆/桂格银耳杏仁莲子/金桔/青梅/松子仁/南瓜,猪油(板油)/绵白糖/桂花,4步
糟扣肉,蒸,初中水平,家常味,,,五花肉,,酱油/姜/料酒/香糟/白砂糖/小葱,7步
江苏牛肉干,其他工艺,,其他口味,,,,,,
葫芦虾蟹,其他工艺,,其他口味,,,,,,
牛肉烧白菜粉丝,汆,,咸鲜味,抗衰老,,牛肉/白菜/粉丝,,食盐/味精/葱/蒜/调和油/柿子椒/元贞糖/胡椒粉,8步
炸香脆肉,炸,,其他口味,,,,,,
香橼豆腐,其他工艺,,其他口味,,,,,,
蟹粉豆腐羹,其他工艺,,其他口味,,,,,,
老龙入海,其他工艺,,其他口味,,,,,,
一品罗汉菜,蒸,,其他口味,,,,,,
生煎荠菜馄饨,煎,,咸鲜味,润肠,,荠菜/馄饨皮,,食盐/鸡精/葱/姜/料酒/元贞糖/鸡蛋/芝麻油/植物油/胡椒粉,8步
植物四宝,其他工艺,,其他口味,,,,,,
鸡汁扒翅,扒,,其他口味,,,,,,
素鸽蛋,烧,,其他口味,,,,,,
烤明虾,烤,,其他口味,,,,,,
蒜苔拌百叶,拌,,香辣味,润肠,,蒜苔,,食盐/花椒/生抽/牛肚/调和油/元贞糖/芝麻油,13步
靖江猪肉脯,其他工艺,,其他口味,,,,,,
葱蒸干贝,蒸,,其他口味,,,,,,
清蒸鲥鱼,蒸,,其他口味,,,,,,
蒜泥豆瓣豇豆,其它工艺,,其它口味,润肠,,豇豆,,食盐/蒜/豆瓣酱/调和油/元贞糖,6步
干风春鱼,其它工艺,,其他口味,,,,,,
鸡茸玉米,其他工艺,,其他口味,,,,,,
苏州熏鱼,炸,,其它口味,,,,,,
野开花炒咸肉,其它工艺,,其它口味,助消化,,咸肉,,调和油/元贞糖,8步
平桥豆腐,蒸,,咸鲜味,开胃,,南豆腐,海参/虾米/鸡胸脯肉/蘑菇/干贝/青蒜,食盐/味精/葱/姜/料酒/香油/玉米淀粉,9步
鲃肺汤,其他工艺,,其他口味,,,,,,
蛋烧麦,烧,,其他口味,,,,,,
油炸香蕉片,其它工艺,,甜味,通便排毒,,香蕉,,淀粉/鸡蛋/面包糠/长寿深山野蜜,8步
如皋肉松,炒,,其他口味,,,,,,
炒血糯,炒,,其他口味,,,,,,
虾籽明玉参,烧,,其他口味,,,,,,
梅干菜烧四季豆,其它工艺,,咸鲜味,补钙,,五花肉/四季豆/梅菜,,食盐/酱油/鸡精/生抽/调和油/元贞糖,9步
蟹粉鲜鱼皮,烧,,其他口味,,,,,,
风味冰糖枣方肉,焖,初中水平,酸甜味,,<60分钟,五花肉,,食盐/酱油/冰糖/味精/葱/姜/枣(干)/黄酒,3步
常熟叫化鸡,烤,初中水平,咸鲜味,降血脂,,母鸡,猪肉/鸡胗/虾仁/香菇/火腿,食盐/酱油/葱/姜/八角/香油/甜面酱/猪网油/小葱/丁香/黄酒/肉豆蔻/白砂糖/猪油(板油),20步
阳光香肉美食全宴,其他工艺,,其他口味,,,,,,
蛋白夹沙,炸,,其他口味,,,,,,
蛋花蒸酿冬瓜,蒸,初级入门,咸鲜味,强健身体,<10分钟,冬瓜,猪肉/虾米/香菇/鸡蛋清,食盐/味精/葱/香油/胡椒粉/豌豆淀粉,4步
香菇烧冬瓜,其它工艺,,咸鲜味,减肥,,冬瓜/香菇/虾米,,食盐/鸡粉/调和油/芝麻油,9步
靖江牛肉干,其他工艺,,其他口味,,,,,,
白干煮三丝,其他工艺,,其他口味,,,,,,
茄汁辣味烤鲫鱼,烧,,茄汁味,明目,,鲫鱼,,食盐/姜/料酒/元贞糖/柿子椒/胡萝卜/西红柿/辣椒粉/孜然/调和油,9步
锅烧野鸭,煎,初中水平,咸鲜味,抗衰老,<2小时,野鸭,鸡蛋,酱油/葱/姜/甜面酱/白糖/白酒/木薯粉/椒盐,3步
金蒜鳓鱼,烧,,咸鲜味,,,,,,
松子熏肉,熏,初中水平,其它口味,抗衰老,,猪肉,松子,酱油/冰糖/姜/花椒/黄酒/葱白/陈皮/芝麻油/猪油(板油)/茶叶/白糖,
白扒猴头,扒,初中水平,咸鲜味,抗衰老,,猴头菇/母鸡,火腿/卷心菜/鲜奶,食盐/葱/姜/淀粉/黄酒/鸡汤,3步
拌糖醋萝卜,其它工艺,,糖醋味,,,酸萝卜,,元贞糖/白醋,5步
香炸仔鸡,炸,,其他口味,,,,,,
圆盅炖鸡,炖,,其他口味,,,,,,
滑炒虾仁,炒,初级入门,咸鲜味,明目,<15分钟,虾仁,黄瓜/冬笋/胡萝卜/鸡蛋清,花生油/食盐/醋/味精/葱/姜/料酒/香油/淀粉/高汤,3步
香葱舒打饼干,烘焙,,葱香味,安神,,面粉/荷兰乳牛乳酪牛奶,,色拉油/食盐/葱/苏打粉/酵母(干),12步
靖江牛肉脯,其他工艺,,其他口味,,,,,,
栗子焖羊肉,焖,,其他口味,,,,,,
苏式肉松月饼,其它工艺,,其它口味,安神,,面粉/肉松,,食盐/马面鱼/元贞糖,18步
扁大肉酥,炒,,其他口味,,,,,,
桂花糖大栗,蒸,初级入门,甜味,,<60分钟,栗子(鲜),,淀粉/糖桂花/红绿丝/白糖/猪油(板油),1步
油淋鸽子,其他工艺,,其他口味,,,,,,
素烧丝瓜,其它工艺,,其它口味,美白,,丝瓜/蒜,,食盐/鸡粉/调和油,5步
太仓肉松,其他工艺,,其他口味,,,,,,
香蕉果炸,炸,初级入门,甜味,减肥,<10分钟,面粉,鸡蛋/冬瓜/葡萄,花生油/淀粉/香蕉/白糖/芝麻油,4步
一品汽锅鸡,煲,,咸鲜味,清热去火,,鸭肉,火腿/豌豆苗,食盐/葱/小葱/白酒,3步
卤藕和卤香菇,其它工艺,,其它口味,降血脂,,香菇/藕,,食盐/八角/花椒/桂皮/料酒/老抽/调和油/白糖/香叶/红椒,8步
牛乳鲜鱼唇,其他工艺,,其他口味,,,,,,
宿迁猪头肉,煮,初中水平,家常味,,,猪头肉,,食盐/酱油/桂皮/甜面酱/茴香,3步
卤汁冬菇,卤,,其他口味,,,,,,
凉拌肉,煮,,其它口味,,,五花肉,,食盐/酱油/醋/味精/姜/胡萝卜/元贞糖,5步
水油浸鳊鱼,其他工艺,,其他口味,,,,,,
扬州煮干丝,煮,,咸鲜味,,,,,,
油焖鲜笋,焖,,家常味,,,,,,
蟹子豆腐,其他工艺,,其他口味,,,,,,
三色汤圆,其它工艺,,咸鲜味,抵抗力,,糯米粉/绿茶粉/玉米面(黄),,水,12步
荷叶糯米鸡,蒸,,其它口味,,,,,,
香炸鹌鹑,其他工艺,,其他口味,,,,,,
红烧大乌,烧,,其他口味,,,,,,
烧卖,蒸,,其它口味,美容,,糯米/小米/淀粉/糯米粉/澄粉,,食盐/味精/调和油/香肠/玉米/香菇/元贞糖,23步
无锡肉排,其他工艺,,其他口味,,,,,,
宝箱豆腐,其他工艺,,其他口味,,,,,,
瑶柱香菇虾米火腿肠粉,拌,,其它口味,降血脂,,陈村粉/带子/虾/香菇/火腿,,酱油/葱/红尖椒/芝麻油,10步
炖鳝酥,炖,,其他口味,,,,,,
蜜枣桂鱼,其他工艺,,其他口味,,,,,,
无锡排骨,焖,初中水平,家常味,清热去火,<30分钟,猪大排,洋葱/柿子椒,食盐/酱油/冰糖/葱/姜/蒜/八角/桂皮/料酒/蚝油/番茄酱,5步
巧克力酸奶核桃蛋糕,烤,,奶香味,,,肉桂粉/淡奶油/泡打粉/帕玛拉特黄桃酸奶,,红糖/香草精/好时巧克力酱,13步
无锡肉排骨,烧,,家常味,,,,,,
酥炸桃仁,其他工艺,,其他口味,,,,,,
碧螺春水烧豆腐,其他工艺,,咸鲜味,,,,,,
神仙蛋,烧,,其他口味,,,,,,
豆沙枧水粽,蒸,,其它口味,减肥,,糯米/豆沙/冰淇淋,,花生油/枧水,4步
冰镇瓜汁血燕,其他工艺,,其他口味,,,,,,
淮杞炖狮子头,炖,,家常味,,,,,,
蒜炒拍黄瓜,炒,,咸鲜味,减肥,,黄瓜,,食盐/蒜/调和油,8步
冰糖蜜桃,其他工艺,,其他口味,,,,,,
玻璃樱桃肉,糖蘸,,咸鲜味,,,,,,
清汤南瓜面疙瘩,烘焙,,甜味,降糖,,南瓜/面粉,,食盐/白菜/鸡蛋/食油,8步
银杏炒扇贝,炒,,其他口味,,,,,,
自烩鱼肚,烩,,其他口味,,,,,,
清炖蟹粉狮子头,炖,,咸鲜味,补血,,猪肉,油菜苔/淀粉/蟹粉,食盐/味精/料酒/姜汁,2步
金沙龙虾,其他工艺,,其他口味,,,,,,
萝卜干炒杭椒,炒,,咸鲜味,清热去火,,萝卜干/杭椒,,味精/葱/姜/调和油/元贞糖/胡椒粉,9步
红烧鱼皮,烧,,其他口味,,,,,,
滑炒蛤蜊马蹄,炒,,咸鲜味,清热去火,,蛤蜊/荸荠,鸡蛋,食盐/鸡精/葱/姜/料酒/胡椒粉,3步
金汤海参,其他工艺,,其他口味,,,,,,
包菜炒西红柿,炒,,茄汁味,抵抗力,,卷心菜/番茄酱,,食盐/味精/葱/姜/蒜/柿子椒/调和油/胡椒粉,6步
淡菜炒笋尖,炒,,其他口味,,,,,,
爆乌花,爆,,其他口味,,,,,,
鱼翅煮干丝,其他工艺,,其他口味,,,,,,
紫薯糯米糊糊,煮,,其它口味,减肥,,紫薯/糯米粉,,水,9步
佛手海蜇皮,其他工艺,,其他口味,,,,,,
